1,60,83,67,35,54,0,0,36,0
2,60,84,69,35,54,83,42,36,60
3,60,88,73,35,54,90,58,36,60
4,60,91,81,35,54,94,60,36,60
5,60,96,75,35,54,104,83,36,60
6,60,101,89,35,54,108,71,36,60
7,60,107,88,35,54,112,84,36,60
8,60,110,111,35,54,120,73,36,60
9,60,119,100,35,54,127,86,36,60
10,60,121,107,35,54,125,83,36,60
11,60,188,116,35,54,135,71,36,60
12,60,122,126,35,54,139,71,36,60
13,60,135,120,35,54,145,71,36,60
14,60,133,124,35,54,148,71,36,60
