combo,replication,revenue,perfect,difference
141,10,105072,107292,0.020691198
141,11,106182,106854,0.006288955
141,12,96582,101436,0.047852833
141,13,106704,109752,0.027771703
141,14,101340,104286,0.028249238
141,18,100464,103800,0.032138728
141,19,106434,110832,0.03968168
141,20,107112,109512,0.021915407
141,21,102336,104598,0.021625652
141,30,99708,103266,0.034454709
141,31,104064,105408,0.012750455
141,33,107028,108054,0.009495252
141,38,108444,113388,0.043602498
142,2,99330,103530,0.040567951
142,5,107838,111978,0.036971548
142,6,103602,105666,0.019533246
142,7,103338,105744,0.022753064
142,8,101340,104202,0.027465884
142,14,101586,103920,0.022459584
142,15,103926,105654,0.016355273
142,21,105366,106998,0.015252622
142,37,103782,106074,0.021607557
142,38,106878,111798,0.044007943
142,40,103980,106602,0.024596161
142,42,103434,107454,0.037411357
142,47,103470,105402,0.018329823
143,0,99774,103500,0.036
143,3,98070,101856,0.037170123
143,9,100182,104016,0.036859714
143,16,99504,103032,0.034241789
143,17,98196,102102,0.038255862
143,32,99672,102462,0.027229607
143,38,99678,104664,0.047638156
143,47,102660,105546,0.027343528
144,7,93852,98406,0.046277666
144,13,95220,99846,0.04633135
144,28,93654,98568,0.049853908
144,35,96960,101286,0.04271074
144,49,99330,103524,0.040512345
148,4,105618,107322,0.015877453
148,9,104730,105714,0.009308133
148,17,105078,108636,0.032751574
148,21,98058,102768,0.045831387
148,22,101508,103626,0.020438886
148,28,106686,107712,0.009525401
148,35,103908,104640,0.006995413
148,37,107328,111504,0.037451571
148,39,97974,102732,0.046314683
148,42,99504,102816,0.032212885
148,43,101670,103758,0.020123749
148,44,101184,103302,0.020502991
148,45,105900,109044,0.028832398
149,3,98706,102204,0.034225666
149,10,103368,107214,0.035872181
149,12,105462,108696,0.029752705
149,13,99264,102546,0.032005149
149,17,106794,111312,0.040588616
149,18,105390,109224,0.035102175
149,20,103296,106686,0.031775491
149,23,97758,101250,0.034488889
149,24,102414,104784,0.022617957
149,25,103602,105492,0.017916051
149,32,96600,101010,0.043659044
149,33,106758,112074,0.047432946
149,34,102324,104970,0.025207202
149,35,101328,103524,0.021212472
149,37,102426,106116,0.034773267
149,38,97758,101934,0.040967685
149,42,101832,103416,0.015316779
149,43,104304,107514,0.029856577
149,49,99210,102402,0.031171266
150,2,103170,108162,0.046152993
150,7,100248,104286,0.038720442
150,9,102828,106404,0.033607759
150,11,106248,110922,0.042137718
150,12,106866,111534,0.041852709
150,17,98802,103926,0.049304313
150,22,100092,103260,0.030679837
150,23,102654,106812,0.03892821
150,29,97566,101292,0.036784741
150,31,100086,103890,0.036615651
150,39,97830,102576,0.046268133
150,44,100686,103290,0.025210572
150,47,101796,106152,0.041035496
151,21,94254,99066,0.048573678
155,14,81438,85500,0.047508772
155,20,83766,88104,0.049237265
156,5,104856,109092,0.038829612
156,10,102276,104298,0.019386757
156,13,96264,100614,0.04323454
156,14,103824,106572,0.025785385
156,15,105264,110556,0.047867144
156,16,103548,108732,0.047676857
156,23,95808,100650,0.048107303
156,24,104388,108984,0.042171328
156,26,104568,105486,0.008702577
156,34,101652,103824,0.020920018
156,43,96132,101010,0.048292248
156,46,96672,101430,0.046909198
157,1,104520,108912,0.040326135
157,3,102672,106080,0.032126697
157,5,103836,107718,0.036038545
157,7,93888,98208,0.04398827
157,13,102288,105072,0.026496117
157,30,101136,103278,0.020740138
157,34,102192,104742,0.024345535
157,35,105948,108834,0.026517449
157,38,105660,111048,0.048519559
157,42,104484,107550,0.028507671
157,49,102936,104856,0.018310826
158,1,103620,108882,0.048327547
158,13,97416,101448,0.0397445
158,14,101844,105492,0.034580821
158,17,97272,101214,0.038947181
158,18,101400,104970,0.034009717
158,19,98376,102390,0.039203047
158,22,98028,101604,0.035195465
158,29,99804,104130,0.041544224
158,31,99948,105186,0.049797502
158,36,102456,107796,0.049538016
158,40,98508,102498,0.038927589
158,43,94716,98166,0.035144551
159,16,100392,104958,0.043503116
159,25,95544,99498,0.039739492
159,30,93360,98034,0.047677336
159,38,97548,101724,0.041052259
159,49,99972,104814,0.046196119
163,41,84624,88920,0.04831309
165,0,112728,115932,0.027636891
165,7,107988,110136,0.01950316
165,16,108114,110646,0.022883792
165,19,112008,113250,0.010966887
165,20,112404,112566,0.001439156
165,22,112842,118698,0.049335288
165,23,113004,116448,0.029575433
165,26,105768,109386,0.033075531
165,28,106710,109584,0.026226456
165,30,111396,111420,0.000215401
165,33,107454,109896,0.022221009
165,35,112356,114762,0.020965128
165,46,112620,114774,0.018767317
165,48,112794,116472,0.031578405
166,4,102426,106782,0.040793392
166,12,111972,114198,0.01949246
166,15,106116,108660,0.023412479
166,17,110298,111090,0.007129355
166,23,110628,110808,0.001624431
166,24,111714,115422,0.032125591
166,33,112206,114828,0.022834152
166,43,108786,109800,0.009234973
166,44,109644,110634,0.008948425
166,49,104610,107958,0.03101206
167,0,111084,114846,0.032756909
167,7,112632,117696,0.043026101
167,9,112920,118698,0.048678158
167,13,106692,109590,0.026444019
167,14,107196,111012,0.034374662
167,17,104034,107838,0.035275135
167,23,112434,116736,0.036852385
167,25,106410,108654,0.020652714
167,26,101838,106674,0.045334383
167,28,105390,107928,0.023515677
167,34,111222,113316,0.018479297
167,35,102624,107088,0.041685343
167,36,108198,110340,0.019412724
167,43,110124,113202,0.027190332
167,44,104952,108594,0.033537765
167,48,111336,113898,0.02249381
168,0,101052,105906,0.045833097
168,5,106488,109446,0.027027027
168,10,111018,115416,0.038105635
168,14,110010,110226,0.00195961
168,17,101280,105288,0.038067016
168,29,110028,112122,0.018676085
168,31,102408,106302,0.036631484
168,39,101952,106788,0.045285987
168,41,102702,106422,0.034955178
168,44,103302,107814,0.041849853
168,45,111000,114852,0.033538815
169,0,111348,115446,0.035497116
169,2,102486,105270,0.026446281
169,5,106494,109302,0.025690289
169,9,112536,117426,0.041643248
169,10,107046,110112,0.027844377
169,11,108858,112086,0.028799315
169,16,110964,114918,0.034407142
169,19,105204,107574,0.022031346
169,21,109968,112710,0.024327921
169,22,111186,115206,0.034894016
169,25,106158,108642,0.022864086
169,27,105972,108624,0.024414494
169,29,104790,107694,0.026965291
169,35,111714,117180,0.046646185
169,37,109686,113802,0.036168081
169,40,112026,116202,0.035937419
169,43,103800,106890,0.028908223
169,45,107856,109950,0.01904502
169,46,108804,110562,0.015900581
170,0,106746,112038,0.047233974
170,16,108042,112092,0.036131035
170,19,109122,112968,0.034045039
170,24,109950,114252,0.037653608
170,25,103896,107250,0.031272727
170,27,107076,112332,0.046789873
170,33,102366,106344,0.037406906
170,34,109830,114174,0.038047191
170,36,105018,109392,0.039984642
170,42,104328,108132,0.035179225
170,48,102216,107058,0.04522782
170,49,109968,114282,0.037748727
171,1,109842,114348,0.039406024
171,4,105072,106938,0.017449363
171,5,106866,108006,0.010554969
171,8,109722,112128,0.02145762
171,13,109494,113214,0.032858127
171,16,108516,111708,0.028574498
171,18,109884,114510,0.040398218
171,19,100860,105066,0.04003198
171,20,108510,110424,0.017333188
171,26,100410,105522,0.048444874
171,29,110466,115308,0.041991883
171,30,104724,106866,0.020043793
171,32,104694,106980,0.02136848
171,39,108510,108912,0.003691053
171,40,105462,107058,0.014907807
171,42,99870,104856,0.047550927
171,44,103188,106632,0.032297997
171,45,110046,114918,0.042395447
171,47,107196,108678,0.013636615
171,48,109770,112674,0.02577347
171,49,108156,108606,0.004143417
172,0,108132,111642,0.031439781
172,3,98586,102486,0.038053978
172,4,109932,112230,0.020475809
172,5,108858,111324,0.022151558
172,8,99300,103590,0.041413264
172,9,110418,114540,0.035987428
172,13,101478,105114,0.034591015
172,19,109164,111228,0.018556479
172,22,108006,112044,0.036039413
172,23,109746,114216,0.039136373
172,27,104388,107256,0.026739763
172,31,104508,108804,0.039483843
172,35,103584,106626,0.028529627
172,36,104916,106842,0.018026619
172,37,102120,104880,0.026315789
172,38,110124,112890,0.024501727
172,40,111030,115992,0.042778812
172,45,107640,110070,0.02207686
172,48,109164,112356,0.028409698
173,1,97860,102312,0.043513957
173,2,108348,112710,0.038701091
173,4,102066,105684,0.034234132
173,5,99486,103296,0.036884294
173,7,102684,107028,0.04058751
173,8,100836,104202,0.032302643
173,9,106866,110784,0.035366118
173,11,99390,103584,0.040488879
173,12,103860,108624,0.043857711
173,13,110424,115536,0.044245949
173,14,108156,112494,0.038562057
173,16,101988,106668,0.043874452
173,18,114060,120000,0.0495
173,20,102210,106770,0.042708626
173,21,99330,103770,0.042786933
173,28,101562,105930,0.041234778
173,32,97248,101562,0.042476517
173,35,106734,111360,0.041540948
173,41,109188,114768,0.048619824
173,43,102000,107202,0.048525214
173,48,100548,104298,0.035954668
173,49,104640,109896,0.047827036
174,6,99870,103524,0.035296163
174,13,99450,103914,0.0429586
174,17,104976,108162,0.029455816
174,22,98928,103536,0.044506259
174,30,114834,120000,0.04305
175,0,108276,113202,0.043515132
175,1,98250,103038,0.046468293
175,2,102192,104814,0.025015742
175,5,107682,112068,0.039136953
175,12,98484,103122,0.044975854
175,14,107616,111066,0.031062611
175,16,107946,109632,0.015378722
175,27,107952,108408,0.004206332
175,34,106872,107790,0.00851656
175,35,108894,111774,0.025766278
175,44,108840,113448,0.040617728
175,45,108402,110562,0.01953655
175,46,99942,103860,0.037723859
175,47,103272,105720,0.023155505
176,0,107340,110604,0.029510687
176,3,104064,107016,0.02758466
176,4,107208,110706,0.031597203
176,6,106518,108660,0.019712866
176,8,108174,112584,0.039170753
176,11,108462,113706,0.046118938
176,12,108528,112692,0.036950272
176,18,103800,107160,0.031354983
176,23,98880,103068,0.040633368
176,26,97374,102276,0.047929133
176,29,114450,120000,0.04625
176,31,107196,109536,0.02136284
176,32,108000,111918,0.035007774
176,35,107808,111564,0.033666774
176,37,103272,105666,0.022656294
176,38,109608,114384,0.041754091
176,40,103962,105432,0.013942636
176,44,106776,109398,0.023967531
176,46,104256,106758,0.023436183
176,47,102990,105270,0.021658592
177,0,97626,101850,0.041472754
177,10,107856,112308,0.039640987
177,15,99780,104142,0.041885118
177,18,99888,104916,0.047924054
177,19,105786,110970,0.046715328
177,25,102132,104820,0.025643961
177,26,98148,102246,0.040079808
177,31,104946,110208,0.04774608
177,42,105792,111018,0.047073448
177,44,103284,106836,0.03324722
177,49,103404,108594,0.047792696
178,2,99762,103548,0.036562754
178,8,101040,104454,0.032684244
178,33,98634,103710,0.048944171
179,7,99588,104610,0.048006883
180,0,98100,102648,0.044306757
180,2,106014,110220,0.038160044
180,6,107298,110544,0.029363873
180,13,106884,110556,0.033213937
180,14,107154,108846,0.015544898
180,19,104382,105810,0.013495889
180,20,100050,103920,0.037240185
180,23,106926,108888,0.018018514
180,26,106992,111132,0.037252996
180,27,102108,104400,0.021954023
180,28,107694,112932,0.046381894
180,29,107592,111972,0.039116922
180,34,107748,112872,0.045396555
180,42,106080,106458,0.003550696
180,45,106974,108612,0.015081206
180,49,106548,110202,0.033157293
181,7,103626,106674,0.028573036
181,8,106500,109248,0.025153779
181,13,98634,103242,0.044632998
181,15,104988,107274,0.021309917
181,19,106278,108582,0.021218987
181,23,107418,112818,0.047864702
181,24,103752,105468,0.016270338
181,32,107736,112158,0.039426523
181,35,104202,106140,0.018258903
181,36,103044,106152,0.02927877
181,37,101916,104118,0.021149081
181,38,97866,102738,0.047421597
181,41,101154,103926,0.026672825
181,44,106932,112062,0.04577823
181,49,106002,110406,0.039889136
182,0,99492,104286,0.045969737
182,1,106272,111408,0.046100819
182,5,97992,102402,0.043065565
182,13,106806,111516,0.042236092
182,15,105312,108636,0.030597592
182,20,98706,102264,0.034792302
182,25,98694,102312,0.035362421
182,26,102090,106626,0.042541219
182,27,101898,104490,0.024806202
182,28,101856,106488,0.043497859
182,39,106578,111876,0.047356001
182,45,103716,108420,0.043386829
183,0,100230,105102,0.046354969
183,19,99168,102930,0.036549111
183,20,100764,105312,0.043185962
183,32,97860,101976,0.040362438
183,38,94818,99756,0.049500782
183,40,99948,103914,0.038166176
184,7,98376,103446,0.049011078
186,1,104466,105348,0.008372252
186,3,106242,109854,0.032880004
186,4,105786,107472,0.015687807
186,5,105798,107712,0.017769608
186,7,107088,111012,0.03534753
186,8,105732,108636,0.02673147
186,13,106014,109362,0.030613924
186,15,106122,107172,0.009797335
186,16,106272,111168,0.044041451
186,17,105582,106842,0.011793115
186,20,102540,104400,0.017816092
186,21,105486,106092,0.005712024
186,22,105768,109998,0.038455245
186,24,106812,107130,0.002968356
186,26,97980,102402,0.04318275
186,29,103464,103890,0.004100491
186,30,98394,103326,0.04773242
186,33,106872,112452,0.049621172
186,35,102234,105108,0.027343304
186,39,105594,106476,0.008283557
186,41,105954,110484,0.041001412
186,44,99984,103098,0.030204272
186,46,105786,110082,0.039025454
186,48,104694,105462,0.007282244
187,2,99696,102816,0.030345472
187,8,105900,110568,0.042218363
187,9,103440,106488,0.028622943
187,10,102870,104310,0.013805004
187,15,99642,102990,0.03250801
187,16,102774,105312,0.024099818
187,18,105546,109746,0.038270188
187,19,102246,104994,0.026172924
187,21,104070,105972,0.017948137
187,28,106458,110730,0.038580331
187,33,98478,101016,0.025124733
187,37,102912,105084,0.020669179
187,39,102708,104478,0.016941366
187,45,105018,109032,0.03681488
187,46,106116,109686,0.032547454
187,47,105618,109980,0.039661757
187,49,103998,106800,0.026235955
188,2,101814,106518,0.04416155
188,5,101460,104964,0.033382874
188,8,104970,110142,0.046957564
188,9,98592,102846,0.041362814
188,13,101184,106362,0.0486828
188,14,98856,102978,0.040027967
188,16,101226,105756,0.042834449
188,18,103278,107772,0.041699143
188,25,101550,105150,0.034236805
188,26,105936,111138,0.046806673
188,27,99582,103248,0.035506741
188,28,97500,101004,0.034691695
188,38,100464,104550,0.039081779
188,40,96354,100428,0.040566376
188,41,99258,103548,0.041430061
188,42,105906,111408,0.04938604
188,43,99810,103098,0.031891986
188,45,103674,106872,0.029923647
188,47,103494,107214,0.034696961
189,38,95634,100182,0.045397377
189,39,98592,102006,0.033468619
192,30,82530,86808,0.049281172
193,0,100962,103626,0.025707834
193,2,105390,109092,0.033934661
193,3,97272,101598,0.042579578
193,5,104610,105894,0.012125333
193,7,104964,107436,0.023009047
193,14,101268,103368,0.020315765
193,18,103914,107676,0.034938148
193,19,99414,102906,0.033933881
193,22,104718,104988,0.002571722
193,27,104742,107454,0.025238707
193,31,104964,110028,0.046024648
193,36,102270,104130,0.017862288
193,38,104418,108600,0.038508287
193,41,105360,106092,0.006899672
193,44,105738,106710,0.0091088
193,46,105828,111000,0.046594595
193,49,98010,102426,0.043114053
194,2,97890,101508,0.035642511
194,6,103284,105558,0.021542659
194,7,99126,101652,0.024849486
194,9,99150,102162,0.029482586
194,11,103062,104808,0.016659034
194,13,96180,101004,0.047760485
194,14,101334,103284,0.018879981
194,15,106500,109932,0.031219299
194,16,105978,108594,0.024089729
194,17,102456,104478,0.019353357
194,18,103326,104490,0.011139822
194,19,105186,110490,0.048004344
194,21,105384,110010,0.042050723
194,22,103206,105174,0.018711849
194,24,103248,105420,0.020603301
194,26,104424,109908,0.049896277
194,27,100680,102906,0.021631392
194,28,101304,103974,0.025679497
194,36,102468,104790,0.022158603
194,38,103296,106020,0.025693265
194,40,94356,98976,0.046677983
194,43,104562,106788,0.020845039
194,48,101352,102576,0.011932616
195,6,103542,108732,0.047732038
195,8,100578,104298,0.035667031
195,10,95748,100038,0.042883704
195,11,100446,104556,0.039309078
195,24,100512,104226,0.035634103
195,28,99684,103632,0.038096341
195,30,97590,101466,0.038199988
195,31,100890,106062,0.048763931
195,32,96474,100362,0.038739762
195,33,100464,105312,0.04603464
195,37,103032,107322,0.039973165
195,39,99024,102438,0.033327476
195,40,100110,105036,0.046898206
195,41,101796,106686,0.045835442
195,43,98730,102840,0.039964994
195,49,102258,106788,0.042420497
196,9,97746,101724,0.039105816
196,11,95892,100152,0.042535346
196,13,97326,102342,0.049012136
196,23,93978,98712,0.047957695
196,31,97680,100632,0.029334605
196,36,96618,101244,0.045691597
196,43,96264,99588,0.033377515
196,48,95022,99930,0.04911438
197,14,93954,98778,0.048836786
197,21,89382,93792,0.047018936
200,4,82596,86808,0.048520874
201,5,104166,107610,0.032004461
201,7,104868,105372,0.004783054
201,10,102870,103350,0.004644412
201,14,98064,101112,0.03014479
201,15,104838,109962,0.046597916
201,19,104136,108522,0.040415768
201,20,99054,101442,0.023540545
201,31,100014,102738,0.026514045
201,32,104220,107586,0.031286599
201,33,101982,102918,0.009094619
201,36,104190,107256,0.028585813
201,39,105138,110220,0.046107784
201,40,104364,108756,0.040383979
201,49,106398,110646,0.038392712
202,10,102204,104610,0.022999713
202,11,97350,100752,0.033766079
202,12,101442,105624,0.039593274
202,13,104952,110166,0.047328577
202,16,101616,104604,0.028564873
202,17,103608,108114,0.041678229
202,18,101016,103212,0.021276596
202,20,96360,100260,0.038898863
202,27,104046,107748,0.034357946
202,30,103836,106434,0.024409493
202,31,103992,107922,0.036415189
202,39,104304,108786,0.041200154
202,40,100344,102222,0.018371779
202,41,104040,108792,0.043679682
202,42,102132,103824,0.01629681
202,43,101064,102918,0.018014342
202,45,99420,102108,0.026325068
202,46,101226,102534,0.012756744
203,3,100974,104358,0.032426838
203,4,96456,99750,0.033022556
203,8,99660,103932,0.041103799
203,13,94254,99156,0.04943725
203,15,99162,104346,0.049680869
203,20,101592,106632,0.047265361
203,21,101118,105012,0.037081476
203,28,96252,100092,0.038364704
203,34,96084,100368,0.042682927
203,37,101808,106308,0.042329834
203,38,99822,103470,0.035256596
203,42,104340,108804,0.041027903
204,13,98670,102282,0.035314132
204,22,97728,102624,0.047708138
204,24,95514,99708,0.042062823
204,47,92400,97068,0.048089999
205,39,88698,92832,0.044532058
206,37,85890,90384,0.04972119
208,35,84930,89136,0.047186322
209,33,82044,86112,0.047240803
210,9,101712,102486,0.007552251
210,10,103248,106920,0.034343434
210,13,102480,105558,0.029159325
210,14,103728,109080,0.049064906
210,15,97980,100746,0.027455184
210,29,100524,102150,0.015917768
210,31,102684,103974,0.012406948
210,36,102492,106398,0.036711216
210,44,104172,108654,0.041250207
210,49,102588,105912,0.031384546
211,5,104100,107814,0.034448216
211,8,99264,100656,0.01382928
211,9,93552,98424,0.049500122
211,16,100788,103158,0.022974466
211,17,103488,108636,0.047387606
211,20,97752,100500,0.027343284
211,22,103236,106830,0.033642235
211,24,95052,99462,0.044338541
211,29,98232,100350,0.021106129
211,32,104736,108624,0.035793195
211,34,98928,100968,0.020204421
211,38,93360,98142,0.048725316
211,41,102960,107286,0.04032213
211,42,102336,104412,0.019882772
211,44,103680,108654,0.045778342
212,0,96396,100074,0.036752803
212,1,98472,101136,0.026340769
212,3,100452,105582,0.048587827
212,6,97140,100104,0.029609206
212,18,96876,99564,0.02699771
212,19,97308,99690,0.023894072
212,33,96540,99426,0.029026613
212,38,95544,100080,0.045323741
212,40,102360,106896,0.042433767
212,43,102996,107730,0.043943191
212,49,100176,103344,0.0306549
213,15,93528,97890,0.044560221
213,18,96588,100014,0.034255204
213,21,96792,100692,0.038731975
213,35,92064,95784,0.038837384
213,39,97476,101868,0.043114619
214,10,92976,97644,0.047806317
214,44,92724,97164,0.045695937
216,3,85356,89220,0.043308675
216,24,84840,88296,0.039141071
216,37,87036,91224,0.045908971
217,19,85368,89388,0.04497248
217,43,84312,88680,0.049255751
219,36,83112,87408,0.049148819
219,44,80520,84204,0.043750891
220,0,107748,109794,0.018634898
220,9,111624,111624,0.0
220,11,105924,109050,0.02866575
220,15,112038,116796,0.040737696
220,18,110706,110724,0.000162566
220,23,111360,115170,0.033081532
220,25,110034,110412,0.003423541
220,32,112086,112638,0.004900655
220,34,102594,107718,0.047568651
220,35,109236,110166,0.008441806
220,43,104052,107796,0.034732272
221,1,111468,113910,0.021437977
221,2,102294,107022,0.044177833
221,5,111540,114366,0.024710141
221,11,101844,106794,0.046350919
221,16,109440,110154,0.006481835
221,17,109758,109992,0.002127427
221,20,111894,113502,0.014167151
221,24,111060,112110,0.009365801
221,25,103728,107526,0.03532169
221,30,111900,116934,0.043049926
221,31,110478,111294,0.007331932
221,33,104688,108246,0.032869575
221,36,109260,109890,0.005733006
221,37,109890,110592,0.006347656
221,38,106320,108630,0.021264844
221,39,109812,109812,0.0
221,41,111900,117108,0.04447177
221,42,111450,112524,0.00954463
221,43,106806,108684,0.017279452
221,44,111324,113748,0.021310265
221,48,109968,110130,0.001470989
222,2,107190,111930,0.042347896
222,6,110496,112674,0.019330103
222,10,103554,106866,0.030992084
222,13,112224,117678,0.046346811
222,20,98820,103986,0.049679765
222,22,110202,112002,0.016071142
222,29,111438,113238,0.015895724
222,32,108750,110676,0.017402147
222,35,105240,107178,0.018082069
222,46,111972,114360,0.020881427
223,8,110880,113910,0.026599947
223,15,108156,108810,0.006010477
223,19,109896,114894,0.043500966
223,22,110580,113832,0.028568417
223,23,104148,106794,0.024776673
223,24,108564,108696,0.001214396
223,25,104322,106560,0.021002252
223,27,109644,110226,0.005280061
223,28,109458,109914,0.004148698
223,31,110556,114792,0.036901526
223,36,111222,114804,0.031201003
223,38,111600,116760,0.044193217
223,39,108726,109314,0.005379
223,40,109944,111930,0.017743232
223,45,111546,117168,0.047982384
223,49,110334,112944,0.023108797
224,4,107862,110688,0.025531223
224,12,108660,111438,0.02492866
224,18,105828,107688,0.017272119
224,25,108918,111678,0.02471391
224,28,106098,107772,0.015532791
224,29,111246,116394,0.044229084
224,31,110922,116328,0.046472045
224,33,104388,106338,0.018337753
224,35,109488,112026,0.022655455
224,38,106416,109974,0.032353102
224,39,109920,112368,0.021785562
224,47,100134,104946,0.045852153
224,48,106650,109236,0.023673514
225,4,103308,107718,0.040940233
225,13,100230,105210,0.047333904
225,17,102624,107376,0.0442557
225,22,107154,112776,0.049851032
225,27,99876,103710,0.03696847
225,29,100806,104250,0.033035971
225,31,107556,112614,0.044914487
225,32,99726,104268,0.043560824
225,39,101184,105024,0.036563071
225,40,100590,105816,0.049387616
225,47,105402,109572,0.038057168
225,48,108234,113712,0.048174335
226,0,110244,112926,0.023750066
226,7,102030,105414,0.032101998
226,10,107226,108078,0.007883195
226,14,109386,112128,0.024454195
226,17,108540,112884,0.038481982
226,18,102600,105330,0.025918542
226,19,103728,106050,0.021895332
226,20,101058,104802,0.035724509
226,21,110148,115026,0.042407803
226,27,108792,111438,0.023744145
226,29,106476,107340,0.008049189
226,31,109368,111594,0.019947309
226,38,100182,105276,0.048387097
226,39,109716,114234,0.039550397
226,45,107088,107724,0.005903977
226,46,107562,108618,0.009722146
226,47,108546,109152,0.005551891
226,48,105564,106776,0.011350865
227,9,99126,103284,0.04025793
227,12,105000,107832,0.026263076
227,16,109326,113598,0.037606296
227,18,100392,104268,0.037173438
227,19,108864,114078,0.04570557
227,20,109386,113202,0.033709652
227,23,106200,108846,0.024309575
227,29,101568,105036,0.033017251
227,30,110370,114444,0.035598196
227,33,103080,105906,0.026684041
227,40,109194,112404,0.028557703
227,42,106170,108288,0.019558954
227,45,104940,106590,0.015479876
227,46,105678,108156,0.02291135
227,49,102846,105516,0.025304219
228,3,99630,104034,0.042332314
228,7,105198,110622,0.049031838
228,12,107454,113094,0.04987002
228,19,105078,109314,0.038750755
228,21,107232,111204,0.03571814
228,29,111126,116772,0.048350632
228,33,105486,110754,0.047564874
228,39,108282,112200,0.034919786
228,41,105966,111030,0.045609295
228,44,100086,103692,0.034776068
228,46,100206,104340,0.039620472
228,48,98892,102378,0.034050284
229,19,98184,102756,0.044493752
229,26,99222,104046,0.046364108
230,1,102876,105732,0.02701169
230,3,106902,108606,0.015689741
230,5,106164,108888,0.025016531
230,10,108228,111546,0.029745576
230,14,109164,113580,0.038880085
230,19,103152,105174,0.019225284
230,20,107166,110754,0.032396121
230,25,107802,109404,0.014642975
230,26,103554,105468,0.018147685
230,27,108516,112644,0.036646426
230,30,100674,103932,0.031347419
230,33,100296,104760,0.042611684
230,35,98622,103488,0.047019944
230,39,97146,101928,0.04691547
230,41,108228,112332,0.036534558
230,44,107964,113298,0.047079384
230,46,98136,103014,0.047352787
231,1,102006,103770,0.016999133
231,6,101682,104628,0.028156899
231,10,105576,107814,0.020757972
231,11,106482,108780,0.021125207
231,12,108084,112116,0.035962753
231,14,106998,111390,0.039429033
231,16,104412,107400,0.027821229
231,20,104556,106536,0.018585267
231,24,108006,111450,0.03090175
231,28,105852,107916,0.019125987
231,29,109230,113238,0.035394479
231,32,109266,114474,0.045495047
231,34,108588,111588,0.026884611
231,35,101016,104430,0.032691755
231,38,99684,103680,0.038541667
231,45,106290,108000,0.015833333
231,47,104130,106056,0.018160217
231,48,103800,105006,0.011485058
232,14,102024,104928,0.027676121
232,22,107496,112296,0.042744176
232,23,105246,110238,0.04528384
232,27,97188,101544,0.04289766
232,32,104532,107940,0.031573096
232,34,98238,102726,0.043689037
232,42,101046,104718,0.035065605
233,10,100350,104232,0.037243841
233,14,97992,102660,0.045470485
233,15,100470,105060,0.04368932
233,18,100080,104898,0.045930332
233,19,98490,103458,0.048019486
233,29,98490,103428,0.047743358
233,38,96552,100662,0.040829707
235,6,107076,107310,0.002180598
235,7,103248,105390,0.020324509
235,11,106368,109152,0.025505717
235,14,107838,112950,0.045258964
235,15,106416,110844,0.039948035
235,16,106638,109200,0.023461538
235,18,102594,103860,0.012189486
235,19,107448,113070,0.049721412
235,20,107148,111870,0.042209708
235,23,107280,109500,0.020273973
235,30,105774,107922,0.019903263
235,32,106332,108204,0.017300654
235,34,106536,107880,0.012458287
235,35,105450,106140,0.006500848
235,38,103368,104646,0.012212602
235,39,105138,105594,0.004318427
235,41,101106,103512,0.023243682
235,42,101172,104124,0.028350812
235,45,106152,110100,0.035858311
236,0,99744,102480,0.026697892
236,4,107550,112392,0.043081358
236,6,103398,105294,0.018006724
236,8,103266,107358,0.038115464
236,9,95946,100716,0.047360896
236,11,104742,107178,0.022728545
236,20,103074,105444,0.022476386
236,22,107076,110178,0.028154441
236,25,103704,105582,0.017787123
236,31,104118,107424,0.030775246
236,32,96402,101136,0.046808258
236,34,98100,101502,0.033516581
236,35,101484,103554,0.019989571
236,37,101598,104040,0.023471742
236,40,104610,108906,0.039446862
236,43,96990,101994,0.04906171
236,45,104730,106116,0.013061178
236,49,97326,101988,0.04571126
237,9,102414,107058,0.043378356
237,13,98070,101934,0.037906881
237,21,104346,108696,0.040019872
237,22,100116,104346,0.040538209
237,32,100224,104088,0.037122435
237,33,96036,99678,0.036537651
237,42,101454,105930,0.042254319
237,43,101562,104208,0.025391525
237,46,100704,103074,0.022993189
237,47,100260,104388,0.039544775
238,8,97620,101100,0.034421365
238,15,97302,101730,0.043526983
238,16,94242,98892,0.047020993
238,23,95916,100074,0.041549254
238,32,98352,102570,0.041123135
241,1,103590,104748,0.011055104
241,2,105252,110016,0.043302792
241,3,104436,107148,0.025310785
241,7,103956,104256,0.002877532
241,8,97800,101826,0.039538035
241,10,98028,102906,0.047402484
241,19,101016,104394,0.032358182
241,20,101124,103566,0.023579167
241,22,101592,103542,0.018832937
241,24,105132,106248,0.010503727
241,28,101646,103830,0.021034383
241,30,104196,105450,0.011891892
241,33,105378,109146,0.034522566
241,35,104736,105774,0.009813376
241,37,105540,107832,0.021255286
242,4,106242,110070,0.034777869
242,6,105972,109884,0.035601179
242,7,101514,102756,0.012086885
242,11,104892,108222,0.030770084
242,12,105912,109308,0.031068174
242,13,96522,100812,0.042554458
242,14,105684,110496,0.043549088
242,15,98082,101754,0.036087033
242,16,106554,111294,0.042589897
242,18,105576,109284,0.033929944
242,19,106590,110922,0.039054471
242,26,104304,107232,0.027305282
242,29,104076,105570,0.014151748
242,31,106212,109200,0.027362637
242,32,106632,111072,0.039974071
242,36,103212,104832,0.015453297
242,39,103446,105630,0.020675944
242,41,95076,99558,0.045018984
242,48,105582,107616,0.018900535
242,49,101688,103644,0.018872294
